Unnamed: 0,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
178.0,46.0,1,3.0,6.0,3,0,3.0,3.0,3,5.0,1,2.0,0.0,2.0,1.0,1.0,3,25453.0
2228.0,59.0,1,3.0,6.0,1,1,3.0,3.0,3,3.0,1,4.0,1.0,1.0,1.0,0.0,3,26904.0
3662.0,42.0,1,3.0,13.0,3,1,3.0,4.0,3,3.0,3,3.0,0.0,5.0,1.0,1.0,3,27919.0
4695.0,27.0,1,1.0,7.0,3,1,3.0,5.0,0,5.0,1,3.0,0.0,3.0,1.0,2.0,1,22633.0
3096.0,38.0,0,3.0,26.0,3,1,3.0,4.0,3,4.0,3,3.0,1.0,5.0,0.0,1.0,3,26320.0
2366.0,31.0,1,1.0,30.0,3,0,3.0,4.0,1,5.0,3,2.0,0.0,5.0,1.0,0.0,2,21812.0
2710.0,32.0,1,1.0,30.0,3,1,4.0,5.0,1,3.0,0,2.0,0.0,3.0,1.0,2.0,2,24260.0
2599.0,30.0,0,1.0,7.0,1,1,3.0,4.0,1,3.0,0,3.0,0.0,3.0,0.0,2.0,2,22997.0
3024.0,36.0,1,3.0,15.0,2,0,4.0,4.0,0,3.0,0,3.0,0.0,3.0,0.0,1.0,1,21250.0
3137.0,37.0,1,3.0,10.0,2,1,3.0,5.0,3,3.0,0,3.0,1.0,2.0,1.0,1.0,3,29003.0
919.0,59.0,1,1.0,24.0,3,1,3.0,3.0,3,3.0,3,7.0,0.0,3.0,1.0,1.0,3,25512.0
4735.0,50.0,1,3.0,15.0,1,1,3.0,5.0,4,4.0,1,8.0,0.0,4.0,1.0,2.0,0,31798.0
2684.0,40.0,1,1.0,7.0,3,0,4.0,4.0,0,3.0,1,2.0,0.0,3.0,0.0,2.0,1,20910.0
479.0,24.0,0,1.0,13.0,2,0,2.0,3.0,0,3.0,0,2.0,1.0,4.0,0.0,0.0,1,17886.0
2367.0,59.0,1,3.0,9.0,2,0,2.0,4.0,1,3.0,2,6.0,0.0,3.0,0.0,0.0,2,20171.0
4362.0,41.0,1,1.0,13.0,2,0,4.0,4.0,4,3.0,2,2.0,0.0,5.0,1.0,1.0,0,31915.0
4568.0,40.0,1,2.0,9.0,2,0,3.0,5.0,1,3.0,1,2.0,0.0,3.0,1.0,1.0,2,23882.0
1374.0,58.0,1,3.0,27.0,2,0,3.0,3.0,4,3.0,1,5.0,1.0,5.0,1.0,0.0,0,32875.0
1792.0,32.0,1,1.0,8.0,3,0,3.0,1.0,1,3.0,2,1.0,0.0,3.0,0.0,0.0,2,20055.0
721.0,50.0,1,1.0,30.0,2,1,3.0,3.0,4,3.0,0,4.0,1.0,4.0,0.0,0.0,0,28973.0
45.0,41.0,1,1.0,18.0,1,0,2.0,3.0,2,3.0,0,2.0,0.0,4.0,1.0,0.0,4,34545.0
1504.0,24.0,1,1.0,6.0,3,1,3.0,3.0,0,3.0,1,3.0,1.0,3.0,0.0,2.0,1,17293.0
1769.0,51.0,1,1.0,8.0,3,1,2.0,5.0,1,4.0,1,6.0,0.0,1.0,0.0,1.0,2,20482.0
107.0,25.0,1,3.0,11.0,3,1,2.0,4.0,1,3.0,2,2.0,1.0,3.0,1.0,0.0,2,20744.0
125.0,26.0,1,1.0,12.0,2,0,2.0,4.0,0,4.0,0,2.0,0.0,3.0,1.0,0.0,1,17368.0
4580.0,23.0,1,1.0,10.0,2,0,3.0,4.0,1,3.0,1,2.0,1.0,5.0,1.0,2.0,2,22849.0
3310.0,41.0,0,3.0,9.0,3,1,4.0,4.0,1,4.0,0,7.0,0.0,4.0,1.0,3.0,2,23005.0
1381.0,28.0,0,1.0,22.0,3,1,2.0,3.0,0,3.0,2,2.0,0.0,3.0,0.0,0.0,1,17144.0
2227.0,34.0,1,3.0,6.0,3,1,3.0,1.0,1,3.0,1,1.0,0.0,5.0,0.0,1.0,2,24725.0
3181.0,42.0,1,1.0,14.0,3,0,3.0,4.0,1,3.0,3,8.0,0.0,3.0,1.0,1.0,2,23681.0
3730.0,41.0,1,1.0,9.0,2,0,3.0,4.0,0,5.0,1,6.0,0.0,4.0,1.0,2.0,1,22055.0
4533.0,34.0,1,3.0,7.0,3,1,3.0,2.0,1,5.0,1,3.0,0.0,4.0,0.0,2.0,2,22715.0
1986.0,23.0,1,1.0,10.0,3,1,2.0,1.0,0,5.0,1,3.0,0.0,4.0,0.0,1.0,1,17819.0
168.0,38.0,1,3.0,6.0,2,0,2.0,4.0,1,3.0,3,5.0,0.0,2.0,1.0,1.0,2,23686.0
3523.0,40.0,1,1.0,13.0,2,0,3.0,4.0,3,4.0,3,6.0,0.0,3.0,0.0,2.0,3,27054.0
3997.0,39.0,0,1.0,13.0,3,0,4.0,6.0,1,3.0,1,2.0,1.0,1.0,0.0,3.0,2,24007.0
1294.0,41.0,1,1.0,11.0,2,1,2.0,1.0,1,4.0,3,4.0,0.0,5.0,1.0,0.0,2,21870.0
24.0,34.0,1,1.0,12.0,3,1,2.0,3.0,0,5.0,2,3.0,0.0,2.0,1.0,1.0,1,17960.0
742.0,50.0,1,1.0,15.0,2,1,3.0,3.0,0,3.0,0,5.0,0.0,5.0,1.0,0.0,1,17380.0
1536.0,36.0,0,1.0,17.0,2,1,3.0,4.0,1,4.0,3,2.0,0.0,4.0,1.0,1.0,2,21499.0
2542.0,59.0,1,3.0,17.0,3,1,3.0,4.0,4,3.0,2,2.0,0.0,3.0,1.0,2.0,0,32550.0
4786.0,34.0,0,3.0,32.0,3,0,3.0,4.0,1,3.0,1,3.0,0.0,3.0,0.0,2.0,2,23217.0
607.0,49.0,1,3.0,17.0,3,0,2.0,3.0,3,3.0,0,2.0,0.0,4.0,0.0,1.0,3,22654.0
2811.0,51.0,1,1.0,17.0,1,1,4.0,5.0,3,3.0,2,8.0,0.0,5.0,0.0,3.0,3,29174.0
2661.0,30.0,1,1.0,7.0,1,1,3.0,4.0,0,3.0,2,2.0,0.0,2.0,0.0,1.0,1,20736.0
3234.0,34.0,1,1.0,12.0,2,1,3.0,5.0,3,3.0,1,6.0,0.0,3.0,0.0,1.0,3,25797.0
4672.0,60.0,1,3.0,7.0,1,1,4.0,4.0,3,3.0,1,5.0,1.0,1.0,1.0,1.0,3,30582.0
3294.0,33.0,0,3.0,9.0,2,0,4.0,4.0,0,5.0,1,3.0,0.0,3.0,0.0,2.0,1,21505.0
3603.0,40.0,0,1.0,11.0,3,0,3.0,4.0,1,3.0,3,2.0,0.0,3.0,1.0,1.0,2,23720.0
362.0,21.0,0,3.0,15.0,3,1,2.0,3.0,0,3.0,2,2.0,0.0,4.0,0.0,0.0,1,17610.0
4333.0,31.0,0,1.0,10.0,2,1,3.0,4.0,0,3.0,1,6.0,0.0,3.0,1.0,1.0,1,20775.0
3142.0,36.0,1,3.0,25.0,3,0,3.0,4.0,1,3.0,0,3.0,0.0,4.0,1.0,1.0,2,23279.0
2803.0,37.0,0,3.0,10.0,3,1,3.0,5.0,3,3.0,0,6.0,0.0,2.0,0.0,2.0,3,28377.0
858.0,53.0,1,1.0,13.0,3,0,2.0,3.0,2,3.0,1,4.0,0.0,2.0,1.0,0.0,4,33606.0
4340.0,31.0,0,1.0,9.0,3,0,3.0,4.0,0,3.0,2,2.0,0.0,4.0,1.0,1.0,1,21242.0
2576.0,32.0,1,3.0,27.0,2,0,4.0,6.0,1,3.0,0,5.0,1.0,3.0,1.0,1.0,2,23237.0
1246.0,30.0,0,2.0,14.0,2,0,3.0,4.0,0,3.0,1,7.0,0.0,5.0,1.0,2.0,1,17180.0
3363.0,60.0,1,1.0,25.0,3,1,4.0,4.0,3,3.0,2,8.0,0.0,3.0,1.0,2.0,3,29190.0
1090.0,29.0,1,1.0,14.0,2,0,2.0,5.0,1,5.0,1,4.0,0.0,1.0,0.0,0.0,2,24715.0
4711.0,27.0,1,1.0,28.0,3,1,3.0,4.0,0,3.0,1,3.0,0.0,5.0,1.0,1.0,1,21055.0
3293.0,44.0,1,3.0,16.0,3,0,3.0,6.0,1,3.0,3,2.0,0.0,2.0,1.0,2.0,2,24024.0
2270.0,28.0,0,1.0,6.0,3,1,2.0,4.0,0,4.0,1,2.0,0.0,4.0,1.0,0.0,1,17596.0
4084.0,28.0,1,1.0,24.0,1,1,3.0,4.0,0,4.0,1,2.0,1.0,4.0,0.0,1.0,1,21736.0
2837.0,35.0,0,3.0,11.0,3,0,4.0,4.0,1,3.0,0,2.0,0.0,2.0,1.0,1.0,2,25216.0
2505.0,39.0,0,1.0,36.0,2,0,3.0,4.0,1,3.0,2,3.0,0.0,3.0,1.0,1.0,2,21084.0
2134.0,36.0,1,1.0,20.0,2,1,3.0,3.0,1,3.0,1,1.0,1.0,5.0,1.0,0.0,2,21586.0
1252.0,34.0,1,1.0,8.0,3,1,3.0,1.0,0,3.0,1,1.0,1.0,1.0,0.0,1.0,1,17932.0
4623.0,32.0,0,1.0,16.0,3,1,3.0,5.0,0,5.0,2,2.0,1.0,3.0,0.0,2.0,1,20999.0
1664.0,45.0,0,1.0,8.0,3,1,3.0,4.0,4,3.0,1,1.0,0.0,4.0,1.0,2.0,0,31792.0
1687.0,29.0,1,1.0,6.0,1,1,2.0,3.0,0,3.0,2,1.0,0.0,1.0,0.0,0.0,1,17058.0
1636.0,41.0,1,1.0,20.0,2,1,2.0,3.0,0,3.0,1,5.0,0.0,4.0,1.0,1.0,1,17451.0
4504.0,34.0,1,1.0,14.0,3,1,3.0,4.0,3,3.0,1,2.0,0.0,4.0,1.0,1.0,3,30369.0
1507.0,35.0,1,3.0,8.0,3,0,3.0,3.0,0,3.0,1,2.0,0.0,1.0,1.0,2.0,1,17014.0
1424.0,35.0,1,1.0,15.0,3,1,2.0,3.0,1,3.0,2,2.0,0.0,4.0,0.0,1.0,2,20098.0
4792.0,43.0,0,2.0,9.0,3,1,4.0,2.0,1,5.0,1,2.0,0.0,1.0,1.0,2.0,2,24950.0
4437.0,51.0,1,1.0,35.0,3,1,4.0,2.0,0,3.0,1,3.0,1.0,1.0,0.0,2.0,1,21899.0
1322.0,46.0,1,1.0,8.0,2,1,2.0,3.0,3,3.0,1,4.0,0.0,1.0,1.0,1.0,3,23578.0
2489.0,42.0,1,1.0,19.0,1,0,3.0,4.0,2,3.0,0,3.0,0.0,4.0,1.0,1.0,4,38223.0
466.0,41.0,1,3.0,8.0,2,0,3.0,3.0,4,5.0,0,1.0,0.0,5.0,1.0,1.0,0,31595.0
2094.0,53.0,1,3.0,13.0,3,0,3.0,4.0,3,3.0,1,1.0,1.0,1.0,0.0,1.0,3,25934.0
1024.0,47.0,1,1.0,8.0,3,0,2.0,3.0,4,3.0,0,4.0,0.0,5.0,1.0,0.0,0,32169.0
90.0,40.0,0,1.0,6.0,2,1,3.0,4.0,4,4.0,0,2.0,0.0,2.0,1.0,2.0,0,28503.0
372.0,35.0,1,1.0,15.0,2,1,3.0,4.0,1,4.0,3,1.0,0.0,2.0,1.0,2.0,2,21540.0
1799.0,47.0,1,1.0,11.0,2,1,2.0,3.0,2,3.0,1,5.0,0.0,1.0,1.0,0.0,4,33300.0
1675.0,29.0,1,3.0,33.0,3,0,2.0,3.0,3,3.0,1,2.0,0.0,3.0,0.0,0.0,3,22639.0
789.0,44.0,1,2.0,6.0,3,1,3.0,4.0,3,5.0,0,1.0,0.0,4.0,1.0,0.0,3,25482.0
3797.0,35.0,0,1.0,23.0,1,1,3.0,6.0,0,5.0,1,3.0,1.0,3.0,1.0,1.0,1,20985.0
3196.0,37.0,1,1.0,23.0,2,0,3.0,2.0,0,5.0,3,3.0,0.0,2.0,1.0,1.0,1,21421.0
3324.0,33.0,0,1.0,20.0,2,0,4.0,5.0,0,4.0,0,3.0,0.0,5.0,0.0,1.0,1,21421.0
1936.0,41.0,1,3.0,8.0,2,0,3.0,3.0,4,5.0,1,1.0,0.0,5.0,1.0,2.0,0,31595.0
1765.0,42.0,0,3.0,32.0,3,0,3.0,3.0,4,4.0,1,6.0,0.0,3.0,1.0,1.0,0,28525.0
3226.0,31.0,1,1.0,27.0,2,1,3.0,4.0,1,5.0,0,2.0,0.0,4.0,1.0,1.0,2,28635.0
4399.0,28.0,1,1.0,13.0,3,0,4.0,5.0,0,3.0,1,2.0,0.0,1.0,0.0,2.0,1,20865.0
1617.0,41.0,0,1.0,16.0,2,1,3.0,4.0,4,5.0,1,5.0,0.0,1.0,1.0,0.0,0,32181.0
3296.0,30.0,1,1.0,13.0,3,0,3.0,4.0,0,3.0,0,3.0,0.0,3.0,0.0,1.0,1,21809.0
1342.0,34.0,1,3.0,10.0,2,1,3.0,3.0,3,3.0,1,3.0,1.0,4.0,0.0,2.0,3,24713.0
2015.0,30.0,1,3.0,33.0,3,1,3.0,3.0,1,3.0,1,1.0,0.0,3.0,1.0,2.0,2,20304.0
4136.0,38.0,0,1.0,18.0,2,1,3.0,4.0,3,3.0,1,3.0,1.0,3.0,1.0,2.0,3,30863.0
4789.0,45.0,1,1.0,36.0,2,1,3.0,4.0,1,3.0,3,3.0,0.0,5.0,1.0,2.0,2,23219.0
2906.0,35.0,1,3.0,28.0,2,1,4.0,3.0,1,3.0,3,3.0,0.0,3.0,1.0,1.0,2,24015.0
3785.0,32.0,1,1.0,27.0,2,1,3.0,4.0,1,3.0,1,3.0,0.0,5.0,0.0,1.0,2,22875.0
3868.0,36.0,1,1.0,16.0,3,1,3.0,4.0,1,3.0,3,3.0,0.0,4.0,0.0,2.0,2,23776.0
578.0,38.0,0,1.0,8.0,2,0,3.0,1.0,1,5.0,2,7.0,1.0,2.0,1.0,2.0,2,20980.0
3236.0,34.0,0,1.0,36.0,3,0,3.0,5.0,1,3.0,3,3.0,0.0,5.0,1.0,1.0,2,23186.0
4386.0,38.0,1,1.0,7.0,2,0,4.0,4.0,1,4.0,1,8.0,0.0,1.0,1.0,3.0,2,25125.0
1663.0,43.0,0,1.0,13.0,3,1,2.0,1.0,0,3.0,1,5.0,0.0,4.0,1.0,0.0,1,17089.0
4290.0,52.0,1,3.0,21.0,2,0,3.0,4.0,1,3.0,1,6.0,0.0,3.0,1.0,1.0,2,23614.0
3110.0,23.0,1,1.0,10.0,2,0,3.0,4.0,1,3.0,0,2.0,1.0,5.0,1.0,2.0,2,22849.0
435.0,33.0,1,1.0,21.0,3,1,2.0,3.0,3,3.0,0,1.0,1.0,5.0,0.0,0.0,3,28610.0
352.0,48.0,1,3.0,35.0,3,0,3.0,3.0,3,3.0,0,4.0,0.0,4.0,0.0,0.0,3,27504.0
100.0,37.0,1,2.0,12.0,2,1,3.0,3.0,0,5.0,1,5.0,1.0,2.0,1.0,0.0,1,17073.0
2386.0,46.0,1,1.0,28.0,3,1,3.0,3.0,1,3.0,1,2.0,1.0,5.0,1.0,2.0,2,33789.0
2158.0,19.0,1,3.0,27.0,2,1,2.0,4.0,0,4.0,2,2.0,1.0,1.0,1.0,1.0,1,17121.0
3531.0,35.0,1,3.0,14.0,1,1,3.0,4.0,0,3.0,1,2.0,1.0,1.0,0.0,2.0,1,20986.0
4540.0,33.0,1,1.0,15.0,3,0,4.0,2.0,1,3.0,1,7.0,0.0,3.0,1.0,3.0,2,23853.0
63.0,59.0,1,3.0,31.0,2,0,2.0,3.0,3,5.0,3,1.0,0.0,3.0,1.0,0.0,3,22637.0
4068.0,33.0,0,3.0,15.0,3,0,3.0,4.0,3,3.0,3,3.0,0.0,4.0,1.0,2.0,3,27676.0
1206.0,26.0,0,1.0,13.0,3,1,3.0,3.0,0,3.0,2,2.0,0.0,4.0,1.0,2.0,1,17570.0
230.0,52.0,1,1.0,8.0,2,0,2.0,4.0,0,3.0,2,1.0,0.0,3.0,0.0,0.0,1,18212.0
4374.0,27.0,1,3.0,36.0,3,1,3.0,4.0,1,3.0,1,7.0,0.0,5.0,0.0,1.0,2,22984.0
2716.0,29.0,1,1.0,16.0,3,1,4.0,4.0,0,3.0,0,3.0,0.0,2.0,1.0,2.0,1,20748.0
4263.0,30.0,0,3.0,9.0,2,1,4.0,4.0,1,3.0,1,3.0,0.0,1.0,1.0,2.0,2,23327.0
2518.0,37.0,1,1.0,13.0,2,0,3.0,3.0,1,3.0,0,5.0,0.0,2.0,0.0,1.0,2,21716.0
10.0,35.0,1,1.0,22.0,3,1,2.0,2.0,0,4.0,0,1.0,0.0,3.0,1.0,1.0,1,17426.0
2691.0,35.0,1,1.0,9.0,2,1,3.0,5.0,1,5.0,0,8.0,0.0,4.0,0.0,2.0,2,24635.0
2490.0,35.0,0,3.0,30.0,3,1,4.0,4.0,1,3.0,3,2.0,0.0,5.0,1.0,2.0,2,23246.0
779.0,51.0,1,1.0,10.0,2,1,2.0,3.0,0,3.0,0,1.0,1.0,2.0,1.0,1.0,1,17461.0
2864.0,30.0,1,1.0,10.0,3,1,4.0,5.0,3,3.0,0,3.0,0.0,2.0,1.0,3.0,3,30613.0
159.0,34.0,0,3.0,8.0,3,0,3.0,3.0,0,3.0,0,7.0,0.0,5.0,1.0,2.0,1,17231.0
4670.0,33.0,0,1.0,36.0,3,0,4.0,4.0,0,3.0,3,2.0,0.0,3.0,1.0,3.0,1,22703.0
338.0,30.0,1,3.0,11.0,3,0,1.0,4.0,1,3.0,1,2.0,0.0,2.0,0.0,0.0,2,21118.0
2460.0,33.0,1,1.0,12.0,2,1,4.0,3.0,0,4.0,1,2.0,1.0,2.0,1.0,1.0,1,21976.0
3033.0,30.0,1,1.0,7.0,2,0,3.0,5.0,0,5.0,0,3.0,1.0,2.0,0.0,1.0,1,20997.0
2570.0,59.0,1,1.0,30.0,3,0,4.0,4.0,3,3.0,0,3.0,0.0,3.0,1.0,1.0,3,28990.0
280.0,53.0,1,1.0,9.0,3,1,2.0,3.0,4,3.0,0,4.0,1.0,5.0,0.0,0.0,0,32584.0
3242.0,34.0,1,1.0,32.0,3,1,3.0,5.0,0,4.0,2,6.0,1.0,4.0,0.0,1.0,1,20991.0
2246.0,20.0,0,3.0,15.0,3,0,2.0,3.0,0,3.0,2,2.0,1.0,4.0,1.0,0.0,1,17323.0
799.0,42.0,1,1.0,8.0,3,1,2.0,3.0,4,5.0,0,1.0,0.0,3.0,1.0,1.0,0,32665.0
3805.0,27.0,0,1.0,13.0,2,1,4.0,2.0,0,3.0,1,2.0,0.0,4.0,1.0,2.0,1,21222.0
4805.0,45.0,1,1.0,9.0,2,0,4.0,2.0,0,3.0,1,3.0,0.0,4.0,1.0,3.0,1,20689.0
4239.0,32.0,0,1.0,14.0,2,0,3.0,5.0,3,3.0,1,3.0,0.0,1.0,1.0,1.0,3,27621.0
4845.0,31.0,0,1.0,16.0,3,1,3.0,4.0,0,5.0,3,4.0,1.0,3.0,0.0,2.0,1,23373.0
3945.0,45.0,1,1.0,17.0,2,1,3.0,4.0,1,3.0,1,4.0,1.0,3.0,0.0,2.0,2,25143.0
2423.0,44.0,1,3.0,7.0,2,1,2.0,5.0,1,4.0,2,7.0,0.0,3.0,0.0,1.0,2,17362.0
256.0,42.0,1,1.0,8.0,3,0,2.0,4.0,0,5.0,1,1.0,1.0,4.0,1.0,0.0,1,17593.0
3255.0,39.0,1,3.0,9.0,3,1,3.0,4.0,3,4.0,3,2.0,0.0,4.0,1.0,1.0,3,26029.0
157.0,58.0,1,1.0,15.0,3,0,3.0,4.0,0,4.0,0,5.0,1.0,2.0,1.0,0.0,1,18346.0
2024.0,27.0,1,1.0,13.0,3,0,2.0,4.0,1,5.0,3,1.0,0.0,3.0,1.0,0.0,2,21811.0
1451.0,38.0,1,3.0,16.0,2,0,3.0,3.0,1,3.0,1,2.0,0.0,4.0,0.0,2.0,2,20343.0
1911.0,42.0,0,1.0,11.0,2,1,3.0,3.0,0,3.0,1,5.0,0.0,3.0,0.0,1.0,1,17093.0
4855.0,31.0,0,3.0,10.0,3,0,4.0,4.0,0,3.0,3,3.0,1.0,5.0,1.0,2.0,1,23305.0
1998.0,50.0,0,3.0,14.0,1,1,2.0,3.0,1,3.0,1,4.0,1.0,5.0,0.0,0.0,2,21796.0
2895.0,43.0,1,1.0,31.0,3,1,3.0,4.0,3,5.0,0,3.0,1.0,2.0,1.0,2.0,3,26084.0
610.0,27.0,1,1.0,11.0,1,1,2.0,4.0,3,3.0,1,2.0,1.0,3.0,0.0,0.0,3,27808.0
2738.0,38.0,0,1.0,16.0,3,1,3.0,4.0,0,3.0,0,3.0,1.0,2.0,0.0,1.0,1,21004.0
151.0,35.0,1,3.0,6.0,3,1,3.0,3.0,3,4.0,0,2.0,0.0,4.0,1.0,2.0,3,22295.0
2655.0,31.0,0,1.0,7.0,2,1,3.0,5.0,3,3.0,3,3.0,0.0,5.0,1.0,2.0,3,27152.0
4778.0,42.0,0,1.0,12.0,2,1,4.0,5.0,0,5.0,1,8.0,0.0,3.0,0.0,2.0,1,20785.0
3626.0,37.0,0,1.0,7.0,3,0,3.0,5.0,1,3.0,1,2.0,0.0,5.0,1.0,2.0,2,23052.0
2086.0,51.0,1,3.0,32.0,3,0,3.0,3.0,4,3.0,1,3.0,0.0,3.0,1.0,1.0,0,31307.0
4759.0,41.0,0,1.0,33.0,3,0,4.0,5.0,1,3.0,1,5.0,1.0,1.0,0.0,2.0,2,23100.0
1826.0,42.0,1,1.0,8.0,2,1,3.0,4.0,1,3.0,3,4.0,0.0,1.0,1.0,0.0,2,21781.0
2974.0,28.0,1,1.0,7.0,2,0,4.0,4.0,3,5.0,0,3.0,0.0,4.0,1.0,3.0,3,26090.0
3539.0,34.0,1,1.0,35.0,2,1,4.0,4.0,1,3.0,1,3.0,1.0,1.0,1.0,1.0,2,23885.0
2827.0,23.0,1,1.0,18.0,3,0,3.0,4.0,0,4.0,0,3.0,0.0,2.0,1.0,1.0,1,20922.0
825.0,29.0,1,1.0,14.0,3,1,3.0,4.0,1,3.0,0,2.0,1.0,3.0,0.0,0.0,2,20056.0
3345.0,49.0,1,1.0,9.0,1,1,4.0,2.0,0,4.0,2,7.0,0.0,2.0,0.0,3.0,1,21237.0
4034.0,31.0,0,1.0,30.0,2,1,4.0,6.0,0,3.0,1,3.0,0.0,3.0,0.0,1.0,1,21291.0
2116.0,53.0,1,3.0,14.0,3,1,3.0,3.0,4,3.0,1,6.0,0.0,3.0,1.0,0.0,0,26836.0
3787.0,30.0,1,1.0,14.0,2,1,3.0,4.0,0,5.0,2,5.0,0.0,4.0,0.0,1.0,1,20740.0
1402.0,31.0,1,1.0,8.0,3,0,2.0,5.0,0,3.0,1,2.0,1.0,5.0,1.0,0.0,1,16129.0
1078.0,44.0,1,1.0,34.0,2,1,2.0,3.0,4,5.0,0,4.0,0.0,1.0,1.0,0.0,0,31328.0
244.0,45.0,1,1.0,6.0,2,1,3.0,2.0,2,3.0,0,1.0,0.0,4.0,1.0,2.0,4,34202.0
3510.0,34.0,1,1.0,11.0,3,0,3.0,5.0,0,4.0,0,2.0,0.0,1.0,0.0,1.0,1,22516.0
2648.0,39.0,1,1.0,36.0,3,1,4.0,4.0,1,5.0,0,2.0,1.0,3.0,0.0,2.0,2,25351.0
3288.0,31.0,1,3.0,17.0,3,1,4.0,5.0,1,3.0,0,3.0,0.0,2.0,1.0,1.0,2,25256.0
494.0,34.0,1,3.0,20.0,1,0,2.0,3.0,0,3.0,1,2.0,1.0,5.0,1.0,1.0,1,17579.0
3878.0,53.0,0,3.0,127.0,2,1,3.0,4.0,0,3.0,1,4.0,0.0,1.0,1.0,2.0,1,22160.0
807.0,38.0,1,3.0,16.0,3,1,3.0,4.0,3,3.0,1,1.0,1.0,3.0,1.0,0.0,3,23740.0
95.0,54.0,1,1.0,8.0,1,0,2.0,3.0,3,3.0,0,1.0,0.0,4.0,1.0,0.0,3,28549.0
442.0,36.0,0,3.0,16.0,3,1,2.0,3.0,3,3.0,3,2.0,0.0,2.0,1.0,1.0,3,24980.0
928.0,44.0,1,1.0,21.0,3,0,3.0,3.0,3,3.0,0,2.0,0.0,3.0,0.0,1.0,3,22978.0
1447.0,36.0,0,3.0,21.0,3,1,2.0,5.0,1,3.0,1,2.0,0.0,1.0,1.0,0.0,2,20406.0
4121.0,37.0,0,1.0,25.0,3,0,4.0,4.0,0,3.0,2,3.0,0.0,3.0,0.0,2.0,1,20831.0
4124.0,33.0,1,3.0,11.0,3,1,3.0,6.0,3,3.0,1,3.0,0.0,1.0,1.0,1.0,3,29078.0
2692.0,38.0,1,1.0,7.0,3,0,3.0,5.0,0,5.0,0,4.0,0.0,4.0,1.0,2.0,1,22598.0
2330.0,22.0,0,1.0,9.0,2,1,2.0,4.0,0,3.0,1,1.0,1.0,3.0,0.0,1.0,1,17853.0
2715.0,48.0,0,1.0,36.0,2,1,3.0,4.0,3,4.0,0,3.0,1.0,3.0,1.0,1.0,3,30527.0
4229.0,44.0,0,1.0,17.0,2,0,3.0,4.0,0,3.0,2,2.0,0.0,5.0,0.0,1.0,1,21133.0
3331.0,43.0,0,1.0,33.0,3,0,3.0,4.0,3,5.0,0,5.0,1.0,3.0,0.0,2.0,3,31869.0
2882.0,36.0,1,1.0,23.0,2,1,4.0,4.0,3,3.0,0,6.0,1.0,2.0,0.0,2.0,3,26310.0
418.0,26.0,1,1.0,29.0,2,0,2.0,3.0,0,3.0,1,2.0,0.0,3.0,1.0,1.0,1,17886.0
3696.0,35.0,1,1.0,9.0,3,1,4.0,2.0,0,3.0,1,2.0,1.0,1.0,0.0,2.0,1,21610.0
1977.0,29.0,1,3.0,9.0,3,0,3.0,3.0,1,3.0,1,2.0,0.0,1.0,0.0,0.0,2,20561.0
1548.0,37.0,1,1.0,13.0,3,1,1.0,3.0,3,3.0,2,5.0,0.0,1.0,0.0,0.0,3,28664.0
3304.0,23.0,0,1.0,10.0,2,1,3.0,5.0,0,3.0,0,2.0,1.0,3.0,0.0,1.0,1,21531.0
3059.0,28.0,0,1.0,10.0,3,1,3.0,4.0,0,3.0,0,3.0,0.0,2.0,1.0,1.0,1,20384.0
4102.0,35.0,0,1.0,9.0,2,1,3.0,5.0,1,3.0,1,3.0,0.0,4.0,0.0,2.0,2,28225.0
4703.0,45.0,1,2.0,7.0,3,1,4.0,5.0,3,5.0,1,2.0,0.0,4.0,1.0,1.0,3,29160.0
1087.0,34.0,1,3.0,13.0,1,1,2.0,3.0,0,3.0,1,1.0,1.0,1.0,0.0,1.0,1,17308.0
4741.0,29.0,0,1.0,13.0,2,1,3.0,5.0,0,3.0,1,3.0,1.0,4.0,1.0,2.0,1,21381.0
942.0,36.0,1,1.0,16.0,1,0,3.0,3.0,3,3.0,0,4.0,0.0,3.0,0.0,2.0,3,22094.0
958.0,34.0,1,1.0,15.0,2,1,2.0,3.0,3,3.0,1,1.0,0.0,5.0,1.0,1.0,3,23500.0
3006.0,34.0,1,1.0,7.0,2,1,4.0,4.0,0,3.0,3,3.0,1.0,3.0,1.0,1.0,1,21364.0
2395.0,42.0,0,1.0,7.0,2,0,3.0,1.0,3,4.0,2,2.0,0.0,3.0,1.0,0.0,3,17372.0
1697.0,29.0,0,3.0,6.0,3,0,2.0,3.0,3,3.0,1,2.0,0.0,3.0,1.0,1.0,3,22918.0
3731.0,43.0,1,1.0,20.0,3,1,4.0,2.0,1,5.0,1,7.0,0.0,4.0,1.0,1.0,2,24216.0
1921.0,42.0,1,1.0,30.0,3,1,2.0,3.0,3,5.0,1,2.0,1.0,1.0,1.0,0.0,3,22406.0
246.0,33.0,1,1.0,11.0,2,0,3.0,4.0,0,3.0,0,2.0,0.0,2.0,0.0,2.0,1,17911.0
894.0,54.0,1,1.0,9.0,2,1,2.0,3.0,4,3.0,0,4.0,0.0,5.0,1.0,1.0,0,32779.0
